date,unit,grade,price,price_per_kg
2018-08-28,10 키로상자,중,41600,4160.0
2018-08-29,10 키로상자,중,41600,4160.0
2018-08-30,10 키로상자,중,41600,4160.0
2018-08-31,10 키로상자,중,8645,864.5
2018-09-01,10 키로상자,중,8645,864.5
2018-09-03,10 키로상자,중,8645,864.5
2018-09-04,10 키로상자,중,8645,864.5
2018-09-05,10 키로상자,중,8645,864.5
2018-09-06,10 키로상자,중,8645,864.5
2018-09-07,10 키로상자,중,8464,846.4
2018-09-08,10 키로상자,중,8464,846.4
2018-09-10,10 키로상자,중,8464,846.4
2018-09-11,10 키로상자,중,8464,846.4
2018-09-12,10 키로상자,중,8464,846.4
2018-09-13,10 키로상자,중,8464,846.4
2018-09-14,10 키로상자,중,8464,846.4
2018-09-15,10 키로상자,중,8464,846.4
2018-09-17,10 키로상자,중,8464,846.4
2018-09-18,10 키로상자,중,8464,846.4
2018-09-19,10 키로상자,중,8464,846.4
2018-09-20,10 키로상자,중,8464,846.4
2018-09-21,10 키로상자,중,8464,846.4
2018-09-22,10 키로상자,중,8464,846.4
2018-09-27,10 키로상자,중,8464,846.4
2018-09-28,10 키로상자,중,8464,846.4
2018-09-29,10 키로상자,중,8464,846.4
2018-10-01,10 키로상자,중,8464,846.4
2018-10-02,10 키로상자,중,8464,846.4
2018-10-03,10 키로상자,중,8464,846.4
2018-10-04,10 키로상자,중,8464,846.4
2018-10-05,10 키로상자,중,8464,846.4
2018-10-06,10 키로상자,중,8464,846.4
2018-10-08,10 키로상자,중,8464,846.4
2018-10-09,10 키로상자,중,8464,846.4
2018-10-10,10 키로상자,중,8464,846.4
2018-10-11,10 키로상자,중,8464,846.4
2018-10-12,10 키로상자,중,8464,846.4
2018-10-13,10 키로상자,중,8464,846.4
2018-10-15,10 키로상자,중,8464,846.4
2018-10-16,10 키로상자,중,28571,2857.1
2018-10-17,10 키로상자,중,15438,1543.8
2018-10-18,10 키로상자,중,17951,1795.1
2018-10-19,10 키로상자,중,30782,3078.2
2018-10-20,10 키로상자,중,31117,3111.7
2018-10-22,10 키로상자,중,31117,3111.7
2018-10-23,10 키로상자,중,27050,2705.0
2018-10-24,10 키로상자,중,23833,2383.3
2018-10-25,10 키로상자,중,21238,2123.8
2018-10-26,10 키로상자,중,23493,2349.3
2018-10-27,10 키로상자,중,23233,2323.3
2018-10-29,10 키로상자,중,20929,2092.9
2018-10-30,10 키로상자,중,21675,2167.5
2018-10-31,10 키로상자,중,23284,2328.4
2018-11-01,10 키로상자,중,25290,2529.0
2018-11-02,10 키로상자,중,24932,2493.2
2018-11-03,10 키로상자,중,26132,2613.2
2018-11-05,10 키로상자,중,20072,2007.2
2018-11-06,10 키로상자,중,24283,2428.3
2018-11-07,10 키로상자,중,19566,1956.6
2018-11-08,10 키로상자,중,16505,1650.5
2018-11-09,10 키로상자,중,29391,2939.1
2018-11-10,10 키로상자,중,23213,2321.3
2018-11-12,10 키로상자,중,24691,2469.1
2018-11-13,10 키로상자,중,20273,2027.3
2018-11-14,10 키로상자,중,19762,1976.2
2018-11-15,10 키로상자,중,18460,1846.0
2018-11-16,10 키로상자,중,17407,1740.7
2018-11-17,10 키로상자,중,19449,1944.9
2018-11-19,10 키로상자,중,19988,1998.8
2018-11-20,10 키로상자,중,21825,2182.5
2018-11-21,10 키로상자,중,22513,2251.3
2018-11-22,10 키로상자,중,17487,1748.7
2018-11-23,10 키로상자,중,22769,2276.9
2018-11-24,10 키로상자,중,21268,2126.8
2018-11-26,10 키로상자,중,19399,1939.9
2018-11-27,10 키로상자,중,15866,1586.6
2018-11-28,10 키로상자,중,24412,2441.2
2018-11-29,10 키로상자,중,14716,1471.6
2018-11-30,10 키로상자,중,16147,1614.7
2018-12-01,10 키로상자,중,18292,1829.2
2018-12-03,10 키로상자,중,18548,1854.8
2018-12-04,10 키로상자,중,22960,2296.0
2018-12-05,10 키로상자,중,22257,2225.7
2018-12-06,10 키로상자,중,20576,2057.6
2018-12-07,10 키로상자,중,23736,2373.6
2018-12-08,10 키로상자,중,19650,1965.0
2018-12-10,10 키로상자,중,22280,2228.0
2018-12-11,10 키로상자,중,25824,2582.4
2018-12-12,10 키로상자,중,23699,2369.9
2018-12-13,10 키로상자,중,18724,1872.4
2018-12-14,10 키로상자,중,19356,1935.6
2018-12-15,10 키로상자,중,21977,2197.7
2018-12-17,10 키로상자,중,20360,2036.0
2018-12-18,10 키로상자,중,20634,2063.4
2018-12-19,10 키로상자,중,19881,1988.1
2018-12-20,10 키로상자,중,20406,2040.6
2018-12-21,10 키로상자,중,19154,1915.4
2018-12-22,10 키로상자,중,21915,2191.5
2018-12-24,10 키로상자,중,22233,2223.3
2018-12-25,10 키로상자,중,22572,2257.2
2018-12-26,10 키로상자,중,20234,2023.4
2018-12-27,10 키로상자,중,19303,1930.3
2018-12-28,10 키로상자,중,24422,2442.2
2018-12-29,10 키로상자,중,24422,2442.2
2018-12-31,10 키로상자,중,13738,1373.8
