date,unit,grade,price,price_per_kg
2025-03-29,10 키로상자,상,76684,7668.4
2025-03-31,10 키로상자,상,73408,7340.8
2025-04-01,10 키로상자,상,82623,8262.3
2025-04-02,10 키로상자,상,85266,8526.6
2025-04-03,10 키로상자,상,76955,7695.5
2025-04-04,10 키로상자,상,85604,8560.4
2025-04-05,10 키로상자,상,128059,12805.9
2025-04-07,10 키로상자,상,76192,7619.2
2025-04-08,10 키로상자,상,82434,8243.4
2025-04-09,10 키로상자,상,77116,7711.6
2025-04-10,10 키로상자,상,73231,7323.1
2025-04-11,10 키로상자,상,74933,7493.3
2025-04-12,10 키로상자,상,108025,10802.5
2025-04-14,10 키로상자,상,73587,7358.7
2025-04-15,10 키로상자,상,70572,7057.2
2025-04-16,10 키로상자,상,70678,7067.8
2025-04-17,10 키로상자,상,72103,7210.3
2025-04-18,10 키로상자,상,87804,8780.4
2025-04-19,10 키로상자,상,87804,8780.4
2025-04-21,10 키로상자,상,91012,9101.2
2025-04-22,10 키로상자,상,77789,7778.9
2025-04-23,10 키로상자,상,71860,7186.0
2025-04-24,10 키로상자,상,82095,8209.5
2025-04-25,10 키로상자,상,88972,8897.2
2025-04-26,10 키로상자,상,92392,9239.2
2025-04-28,10 키로상자,상,99721,9972.1
2025-04-29,10 키로상자,상,45283,4528.3
2025-04-30,10 키로상자,상,84686,8468.6
2025-05-01,10 키로상자,상,82725,8272.5
2025-05-02,10 키로상자,상,84561,8456.1
2025-05-03,10 키로상자,상,141415,14141.5
2025-05-05,10 키로상자,상,77132,7713.2
2025-05-06,10 키로상자,상,94812,9481.2
2025-05-07,10 키로상자,상,78894,7889.4
2025-05-08,10 키로상자,상,85069,8506.9
2025-05-09,10 키로상자,상,78665,7866.5
2025-05-10,10 키로상자,상,78665,7866.5
2025-05-12,10 키로상자,상,69458,6945.8
2025-05-13,10 키로상자,상,82871,8287.1
2025-05-14,10 키로상자,상,70292,7029.2
2025-05-15,10 키로상자,상,66178,6617.8
2025-05-16,10 키로상자,상,72606,7260.6
2025-05-17,10 키로상자,상,153446,15344.6
2025-05-19,10 키로상자,상,81069,8106.9
2025-05-20,10 키로상자,상,84516,8451.6
2025-05-21,10 키로상자,상,62456,6245.6
2025-05-22,10 키로상자,상,90688,9068.8
2025-05-23,10 키로상자,상,75297,7529.7
2025-05-24,10 키로상자,상,75962,7596.2
2025-05-26,10 키로상자,상,78149,7814.9
2025-05-27,10 키로상자,상,88804,8880.4
2025-05-28,10 키로상자,상,89366,8936.6
2025-05-29,10 키로상자,상,82929,8292.9
2025-05-30,10 키로상자,상,76243,7624.3
2025-05-31,10 키로상자,상,76243,7624.3
2025-06-02,10 키로상자,상,81939,8193.9
2025-06-03,10 키로상자,상,103739,10373.9
2025-06-04,10 키로상자,상,79691,7969.1
2025-06-05,10 키로상자,상,83626,8362.6
2025-06-06,10 키로상자,상,70280,7028.0
2025-06-07,10 키로상자,상,70280,7028.0
2025-06-09,10 키로상자,상,77074,7707.4
2025-06-10,10 키로상자,상,94704,9470.4
2025-06-11,10 키로상자,상,78422,7842.2
2025-06-12,10 키로상자,상,87807,8780.7
2025-06-13,10 키로상자,상,70565,7056.5
2025-06-14,10 키로상자,상,70565,7056.5
2025-06-16,10 키로상자,상,81440,8144.0
2025-06-17,10 키로상자,상,78011,7801.1
2025-06-18,10 키로상자,상,52622,5262.2
2025-06-19,10 키로상자,상,79983,7998.3
2025-06-20,10 키로상자,상,72325,7232.5
2025-06-21,10 키로상자,상,72325,7232.5
2025-06-23,10 키로상자,상,87073,8707.3
2025-06-24,10 키로상자,상,75397,7539.7
2025-06-25,10 키로상자,상,89475,8947.5
2025-06-26,10 키로상자,상,97391,9739.1
2025-06-27,10 키로상자,상,60264,6026.4
2025-06-28,10 키로상자,상,150630,15063.0
2025-06-30,10 키로상자,상,90438,9043.8
2025-07-01,10 키로상자,상,87822,8782.2
2025-07-02,10 키로상자,상,82595,8259.5
2025-07-03,10 키로상자,상,85978,8597.8
2025-07-04,10 키로상자,상,80680,8068.0
2025-07-05,10 키로상자,상,81271,8127.1
2025-07-07,10 키로상자,상,119576,11957.6
2025-07-08,10 키로상자,상,84567,8456.7
2025-07-09,10 키로상자,상,84800,8480.0
2025-07-10,10 키로상자,상,85419,8541.9
2025-07-11,10 키로상자,상,84597,8459.7
2025-07-12,10 키로상자,상,84597,8459.7
2025-07-14,10 키로상자,상,95041,9504.1
2025-07-15,10 키로상자,상,81512,8151.2
2025-07-16,10 키로상자,상,97294,9729.4
2025-07-17,10 키로상자,상,84104,8410.4
2025-07-18,10 키로상자,상,68469,6846.9
2025-07-19,10 키로상자,상,68469,6846.9
2025-07-21,10 키로상자,상,111884,11188.4
2025-07-22,10 키로상자,상,79898,7989.8
2025-07-23,10 키로상자,상,98294,9829.4
2025-07-24,10 키로상자,상,77520,7752.0
2025-07-25,10 키로상자,상,96053,9605.3
2025-07-26,10 키로상자,상,96794,9679.4
2025-07-28,10 키로상자,상,110664,11066.4
2025-07-29,10 키로상자,상,73169,7316.9
2025-07-30,10 키로상자,상,85213,8521.3
2025-07-31,10 키로상자,상,129016,12901.6
2025-08-01,10 키로상자,상,86862,8686.2
2025-08-04,10 키로상자,상,108908,10890.8
2025-08-05,10 키로상자,상,160175,16017.5
2025-08-06,10 키로상자,상,120201,12020.1
2025-08-07,10 키로상자,상,167855,16785.5
2025-08-08,10 키로상자,상,167855,16785.5
2025-08-09,10 키로상자,상,167855,16785.5
2025-08-11,10 키로상자,상,60077,6007.7
2025-08-12,10 키로상자,상,61341,6134.1
2025-08-13,10 키로상자,상,61341,6134.1
2025-08-14,10 키로상자,상,61341,6134.1
2025-08-15,10 키로상자,상,61341,6134.1
2025-08-16,10 키로상자,상,61341,6134.1
2025-08-18,10 키로상자,상,61341,6134.1
2025-08-19,10 키로상자,상,61341,6134.1
2025-08-20,10 키로상자,상,61341,6134.1
