date,unit,grade,price,price_per_kg
2018-10-16,10 키로상자,특,33000,3300.0
2018-10-17,10 키로상자,특,28545,2854.5
2018-10-18,10 키로상자,특,29120,2912.0
2018-10-19,10 키로상자,특,42733,4273.3
2018-10-20,10 키로상자,특,36000,3600.0
2018-10-22,10 키로상자,특,36000,3600.0
2018-10-23,10 키로상자,특,37216,3721.6
2018-10-24,10 키로상자,특,36257,3625.7
2018-10-25,10 키로상자,특,33591,3359.1
2018-10-26,10 키로상자,특,34094,3409.4
2018-10-27,10 키로상자,특,40486,4048.6
2018-10-29,10 키로상자,특,51038,5103.8
2018-10-30,10 키로상자,특,45860,4586.0
2018-10-31,10 키로상자,특,37762,3776.2
2018-11-01,10 키로상자,특,35957,3595.7
2018-11-02,10 키로상자,특,48080,4808.0
2018-11-03,10 키로상자,특,46887,4688.7
2018-11-05,10 키로상자,특,46552,4655.2
2018-11-06,10 키로상자,특,44644,4464.4
2018-11-07,10 키로상자,특,40290,4029.0
2018-11-08,10 키로상자,특,36283,3628.3
2018-11-09,10 키로상자,특,52023,5202.3
2018-11-10,10 키로상자,특,46254,4625.4
2018-11-12,10 키로상자,특,47990,4799.0
2018-11-13,10 키로상자,특,45000,4500.0
2018-11-14,10 키로상자,특,45000,4500.0
2018-11-15,10 키로상자,특,56934,5693.4
2018-11-16,10 키로상자,특,48851,4885.1
2018-11-17,10 키로상자,특,44431,4443.1
2018-11-19,10 키로상자,특,46731,4673.1
2018-11-20,10 키로상자,특,38093,3809.3
2018-11-21,10 키로상자,특,47784,4778.4
2018-11-22,10 키로상자,특,33623,3362.3
2018-11-23,10 키로상자,특,40173,4017.3
2018-11-24,10 키로상자,특,44279,4427.9
2018-11-26,10 키로상자,특,48738,4873.8
2018-11-27,10 키로상자,특,30330,3033.0
2018-11-28,10 키로상자,특,40221,4022.1
2018-11-29,10 키로상자,특,31467,3146.7
2018-11-30,10 키로상자,특,30125,3012.5
2018-12-01,10 키로상자,특,35012,3501.2
2018-12-03,10 키로상자,특,38773,3877.3
2018-12-04,10 키로상자,특,35026,3502.6
2018-12-05,10 키로상자,특,55402,5540.2
2018-12-06,10 키로상자,특,35078,3507.8
2018-12-07,10 키로상자,특,48387,4838.7
2018-12-08,10 키로상자,특,47664,4766.4
2018-12-10,10 키로상자,특,52610,5261.0
2018-12-11,10 키로상자,특,39022,3902.2
2018-12-12,10 키로상자,특,53937,5393.7
2018-12-13,10 키로상자,특,36186,3618.6
2018-12-14,10 키로상자,특,35500,3550.0
2018-12-15,10 키로상자,특,46192,4619.2
2018-12-17,10 키로상자,특,41031,4103.1
2018-12-18,10 키로상자,특,35734,3573.4
2018-12-19,10 키로상자,특,36843,3684.3
2018-12-20,10 키로상자,특,44403,4440.3
2018-12-21,10 키로상자,특,29692,2969.2
2018-12-22,10 키로상자,특,54074,5407.4
2018-12-24,10 키로상자,특,47769,4776.9
2018-12-25,10 키로상자,특,46652,4665.2
2018-12-26,10 키로상자,특,49060,4906.0
2018-12-27,10 키로상자,특,45968,4596.8
2018-12-28,10 키로상자,특,42286,4228.6
2018-12-29,10 키로상자,특,42286,4228.6
2018-12-31,10 키로상자,특,32000,3200.0
