date,unit,grade,price,price_per_kg
2025-05-28,10 키로상자,특,142938,14293.8
2025-05-29,10 키로상자,특,141684,14168.4
2025-05-30,10 키로상자,특,127590,12759.0
2025-05-31,10 키로상자,특,127590,12759.0
2025-06-02,10 키로상자,특,136505,13650.5
2025-06-03,10 키로상자,특,180833,18083.3
2025-06-04,10 키로상자,특,118304,11830.4
2025-06-05,10 키로상자,특,158841,15884.1
2025-06-06,10 키로상자,특,110203,11020.3
2025-06-07,10 키로상자,특,110203,11020.3
2025-06-09,10 키로상자,특,124404,12440.4
2025-06-10,10 키로상자,특,161278,16127.8
2025-06-11,10 키로상자,특,122173,12217.3
2025-06-12,10 키로상자,특,148169,14816.9
2025-06-13,10 키로상자,특,115485,11548.5
2025-06-14,10 키로상자,특,115485,11548.5
2025-06-16,10 키로상자,특,125318,12531.8
2025-06-17,10 키로상자,특,115811,11581.1
2025-06-18,10 키로상자,특,147813,14781.3
2025-06-19,10 키로상자,특,127468,12746.8
2025-06-20,10 키로상자,특,142810,14281.0
2025-06-21,10 키로상자,특,142810,14281.0
2025-06-23,10 키로상자,특,149067,14906.7
2025-06-24,10 키로상자,특,140356,14035.6
2025-06-25,10 키로상자,특,135774,13577.4
2025-06-26,10 키로상자,특,156212,15621.2
2025-06-27,10 키로상자,특,155862,15586.2
2025-06-28,10 키로상자,특,160000,16000.0
2025-06-30,10 키로상자,특,146466,14646.6
2025-07-01,10 키로상자,특,134027,13402.7
2025-07-02,10 키로상자,특,146420,14642.0
2025-07-03,10 키로상자,특,148895,14889.5
2025-07-04,10 키로상자,특,129946,12994.6
2025-07-05,10 키로상자,특,129492,12949.2
2025-07-07,10 키로상자,특,203968,20396.8
2025-07-08,10 키로상자,특,137085,13708.5
2025-07-09,10 키로상자,특,141433,14143.3
2025-07-10,10 키로상자,특,137905,13790.5
2025-07-11,10 키로상자,특,146338,14633.8
2025-07-12,10 키로상자,특,146338,14633.8
2025-07-14,10 키로상자,특,150430,15043.0
2025-07-15,10 키로상자,특,141750,14175.0
2025-07-16,10 키로상자,특,150678,15067.8
2025-07-17,10 키로상자,특,128582,12858.2
2025-07-18,10 키로상자,특,121577,12157.7
2025-07-19,10 키로상자,특,121577,12157.7
2025-07-21,10 키로상자,특,175893,17589.3
2025-07-22,10 키로상자,특,161077,16107.7
2025-07-23,10 키로상자,특,178967,17896.7
2025-07-24,10 키로상자,특,134667,13466.7
2025-07-25,10 키로상자,특,151271,15127.1
2025-07-26,10 키로상자,특,152541,15254.1
2025-07-28,10 키로상자,특,179374,17937.4
2025-07-29,10 키로상자,특,78000,7800.0
2025-07-30,10 키로상자,특,126086,12608.6
2025-07-31,10 키로상자,특,206857,20685.7
2025-08-01,10 키로상자,특,134556,13455.6
2025-08-04,10 키로상자,특,135000,13500.0
2025-08-05,10 키로상자,특,207826,20782.6
2025-08-06,10 키로상자,특,130000,13000.0
2025-08-07,10 키로상자,특,204500,20450.0
2025-08-08,10 키로상자,특,204500,20450.0
2025-08-09,10 키로상자,특,204500,20450.0
2025-08-11,10 키로상자,특,61000,6100.0
2025-08-12,10 키로상자,특,97857,9785.7
2025-08-13,10 키로상자,특,97857,9785.7
2025-08-14,10 키로상자,특,97857,9785.7
2025-08-15,10 키로상자,특,97857,9785.7
2025-08-16,10 키로상자,특,97857,9785.7
2025-08-18,10 키로상자,특,97857,9785.7
2025-08-19,10 키로상자,특,97857,9785.7
2025-08-20,10 키로상자,특,97857,9785.7
