date,unit,grade,price,price_per_kg
2024-10-19,10 키로상자,하,33960,3396.0
2024-10-21,10 키로상자,하,33960,3396.0
2024-10-22,10 키로상자,하,33960,3396.0
2024-10-23,10 키로상자,하,33960,3396.0
2024-10-24,10 키로상자,하,30970,3097.0
2024-10-25,10 키로상자,하,30016,3001.6
2024-10-26,10 키로상자,하,30016,3001.6
2024-10-28,10 키로상자,하,34521,3452.1
2024-10-29,10 키로상자,하,32431,3243.1
2024-10-30,10 키로상자,하,31166,3116.6
2024-10-31,10 키로상자,하,30863,3086.3
2024-11-01,10 키로상자,하,30755,3075.5
2024-11-02,10 키로상자,하,29024,2902.4
2024-11-04,10 키로상자,하,34381,3438.1
2024-11-05,10 키로상자,하,24286,2428.6
2024-11-06,10 키로상자,하,25324,2532.4
2024-11-07,10 키로상자,하,33136,3313.6
2024-11-08,10 키로상자,하,19036,1903.6
2024-11-09,10 키로상자,하,19036,1903.6
2024-11-11,10 키로상자,하,27777,2777.7
2024-11-12,10 키로상자,하,43151,4315.1
2024-11-13,10 키로상자,하,8760,876.0
2024-11-14,10 키로상자,하,25805,2580.5
2024-11-15,10 키로상자,하,17573,1757.3
2024-11-16,10 키로상자,하,15508,1550.8
2024-11-18,10 키로상자,하,30742,3074.2
2024-11-19,10 키로상자,하,13790,1379.0
2024-11-20,10 키로상자,하,22316,2231.6
2024-11-21,10 키로상자,하,25713,2571.3
2024-11-22,10 키로상자,하,18606,1860.6
2024-11-23,10 키로상자,하,18606,1860.6
2024-11-25,10 키로상자,하,18667,1866.7
2024-11-26,10 키로상자,하,29979,2997.9
2024-11-27,10 키로상자,하,16204,1620.4
2024-11-28,10 키로상자,하,14804,1480.4
2024-11-29,10 키로상자,하,17886,1788.6
2024-11-30,10 키로상자,하,29169,2916.9
2024-12-02,10 키로상자,하,27737,2773.7
2024-12-03,10 키로상자,하,26106,2610.6
2024-12-04,10 키로상자,하,28265,2826.5
2024-12-05,10 키로상자,하,22199,2219.9
2024-12-06,10 키로상자,하,25641,2564.1
2024-12-07,10 키로상자,하,25641,2564.1
2024-12-09,10 키로상자,하,20560,2056.0
2024-12-10,10 키로상자,하,20374,2037.4
2024-12-11,10 키로상자,하,33661,3366.1
2024-12-12,10 키로상자,하,29210,2921.0
2024-12-13,10 키로상자,하,23389,2338.9
2024-12-14,10 키로상자,하,23389,2338.9
2024-12-16,10 키로상자,하,29248,2924.8
2024-12-17,10 키로상자,하,27661,2766.1
2024-12-18,10 키로상자,하,26669,2666.9
2024-12-19,10 키로상자,하,28590,2859.0
2024-12-20,10 키로상자,하,29821,2982.1
2024-12-21,10 키로상자,하,29821,2982.1
2024-12-23,10 키로상자,하,27378,2737.8
2024-12-24,10 키로상자,하,33181,3318.1
2024-12-25,10 키로상자,하,26040,2604.0
2024-12-26,10 키로상자,하,29806,2980.6
2024-12-27,10 키로상자,하,21287,2128.7
2024-12-28,10 키로상자,하,21287,2128.7
2024-12-30,10 키로상자,하,23907,2390.7
2024-12-31,10 키로상자,하,23907,2390.7
2025-01-02,10 키로상자,하,23907,2390.7
2025-01-03,10 키로상자,하,34990,3499.0
2025-01-04,10 키로상자,하,25000,2500.0
2025-01-06,10 키로상자,하,24765,2476.5
2025-01-07,10 키로상자,하,25226,2522.6
2025-01-08,10 키로상자,하,28042,2804.2
2025-01-09,10 키로상자,하,38236,3823.6
2025-01-10,10 키로상자,하,25431,2543.1
2025-01-11,10 키로상자,하,25431,2543.1
2025-01-13,10 키로상자,하,30845,3084.5
2025-01-14,10 키로상자,하,27536,2753.6
2025-01-15,10 키로상자,하,25821,2582.1
2025-01-16,10 키로상자,하,26421,2642.1
2025-01-17,10 키로상자,하,18474,1847.4
2025-01-18,10 키로상자,하,28150,2815.0
2025-01-20,10 키로상자,하,28150,2815.0
2025-01-21,10 키로상자,하,28150,2815.0
2025-01-22,10 키로상자,하,24035,2403.5
2025-01-23,10 키로상자,하,49230,4923.0
2025-01-24,10 키로상자,하,49230,4923.0
2025-01-25,10 키로상자,하,49230,4923.0
2025-01-27,10 키로상자,하,49230,4923.0
2025-01-28,10 키로상자,하,49230,4923.0
2025-02-01,10 키로상자,하,49230,4923.0
2025-02-03,10 키로상자,하,21612,2161.2
2025-02-04,10 키로상자,하,48326,4832.6
2025-02-05,10 키로상자,하,33724,3372.4
2025-02-06,10 키로상자,하,38561,3856.1
2025-02-07,10 키로상자,하,42974,4297.4
2025-02-08,10 키로상자,하,42974,4297.4
2025-02-10,10 키로상자,하,40512,4051.2
2025-02-11,10 키로상자,하,37621,3762.1
2025-02-13,10 키로상자,하,34926,3492.6
2025-02-14,10 키로상자,하,35813,3581.3
2025-02-15,10 키로상자,하,35813,3581.3
2025-02-17,10 키로상자,하,27405,2740.5
2025-02-18,10 키로상자,하,38629,3862.9
2025-02-19,10 키로상자,하,36631,3663.1
2025-02-20,10 키로상자,하,33184,3318.4
2025-02-21,10 키로상자,하,37401,3740.1
2025-02-22,10 키로상자,하,37401,3740.1
2025-02-24,10 키로상자,하,37752,3775.2
2025-02-25,10 키로상자,하,29708,2970.8
2025-02-26,10 키로상자,하,36299,3629.9
2025-02-27,10 키로상자,하,23550,2355.0
2025-02-28,10 키로상자,하,43473,4347.3
2025-03-01,10 키로상자,하,43473,4347.3
2025-03-03,10 키로상자,하,26280,2628.0
2025-03-04,10 키로상자,하,33505,3350.5
2025-03-06,10 키로상자,하,34845,3484.5
2025-03-07,10 키로상자,하,34412,3441.2
2025-03-08,10 키로상자,하,34412,3441.2
2025-03-10,10 키로상자,하,34490,3449.0
2025-03-11,10 키로상자,하,31727,3172.7
2025-03-12,10 키로상자,하,30520,3052.0
2025-03-13,10 키로상자,하,32609,3260.9
2025-03-14,10 키로상자,하,30650,3065.0
2025-03-15,10 키로상자,하,28614,2861.4
2025-03-17,10 키로상자,하,31429,3142.9
2025-03-18,10 키로상자,하,34420,3442.0
2025-03-19,10 키로상자,하,30527,3052.7
2025-03-20,10 키로상자,하,27616,2761.6
2025-03-21,10 키로상자,하,34246,3424.6
2025-03-22,10 키로상자,하,33699,3369.9
2025-03-24,10 키로상자,하,25543,2554.3
2025-03-25,10 키로상자,하,32132,3213.2
2025-03-26,10 키로상자,하,24518,2451.8
2025-03-27,10 키로상자,하,23509,2350.9
2025-03-28,10 키로상자,하,27432,2743.2
2025-03-29,10 키로상자,하,27432,2743.2
2025-03-31,10 키로상자,하,29019,2901.9
2025-04-01,10 키로상자,하,32513,3251.3
2025-04-02,10 키로상자,하,32938,3293.8
2025-04-03,10 키로상자,하,34182,3418.2
2025-04-04,10 키로상자,하,40042,4004.2
2025-04-05,10 키로상자,하,31103,3110.3
2025-04-07,10 키로상자,하,33855,3385.5
2025-04-08,10 키로상자,하,34145,3414.5
2025-04-09,10 키로상자,하,34098,3409.8
2025-04-10,10 키로상자,하,32204,3220.4
2025-04-11,10 키로상자,하,32302,3230.2
2025-04-12,10 키로상자,하,34380,3438.0
2025-04-14,10 키로상자,하,26839,2683.9
2025-04-15,10 키로상자,하,21156,2115.6
2025-04-16,10 키로상자,하,23677,2367.7
2025-04-17,10 키로상자,하,30535,3053.5
2025-04-18,10 키로상자,하,40563,4056.3
2025-04-19,10 키로상자,하,40563,4056.3
2025-04-21,10 키로상자,하,34819,3481.9
2025-04-22,10 키로상자,하,33691,3369.1
2025-04-23,10 키로상자,하,28386,2838.6
2025-04-24,10 키로상자,하,27079,2707.9
2025-04-25,10 키로상자,하,33753,3375.3
2025-04-26,10 키로상자,하,49000,4900.0
2025-04-28,10 키로상자,하,41400,4140.0
2025-04-29,10 키로상자,하,21451,2145.1
2025-04-30,10 키로상자,하,31329,3132.9
2025-05-01,10 키로상자,하,23142,2314.2
2025-05-02,10 키로상자,하,21117,2111.7
2025-05-03,10 키로상자,하,25718,2571.8
2025-05-05,10 키로상자,하,29179,2917.9
2025-05-06,10 키로상자,하,32707,3270.7
2025-05-07,10 키로상자,하,28557,2855.7
2025-05-08,10 키로상자,하,37353,3735.3
2025-05-09,10 키로상자,하,29948,2994.8
2025-05-10,10 키로상자,하,29948,2994.8
2025-05-12,10 키로상자,하,25212,2521.2
2025-05-13,10 키로상자,하,25893,2589.3
2025-05-14,10 키로상자,하,24349,2434.9
2025-05-15,10 키로상자,하,26228,2622.8
2025-05-16,10 키로상자,하,27042,2704.2
2025-05-17,10 키로상자,하,34367,3436.7
2025-05-19,10 키로상자,하,30110,3011.0
2025-05-20,10 키로상자,하,32248,3224.8
2025-05-21,10 키로상자,하,21923,2192.3
2025-05-22,10 키로상자,하,23499,2349.9
2025-05-23,10 키로상자,하,27453,2745.3
2025-05-24,10 키로상자,하,27496,2749.6
2025-05-26,10 키로상자,하,31459,3145.9
2025-05-27,10 키로상자,하,38908,3890.8
2025-05-28,10 키로상자,하,28607,2860.7
2025-05-29,10 키로상자,하,31364,3136.4
2025-05-30,10 키로상자,하,30319,3031.9
2025-05-31,10 키로상자,하,30319,3031.9
2025-06-02,10 키로상자,하,31219,3121.9
2025-06-03,10 키로상자,하,36208,3620.8
2025-06-04,10 키로상자,하,23851,2385.1
2025-06-05,10 키로상자,하,30164,3016.4
2025-06-06,10 키로상자,하,23459,2345.9
2025-06-07,10 키로상자,하,23459,2345.9
2025-06-09,10 키로상자,하,34648,3464.8
2025-06-10,10 키로상자,하,32646,3264.6
2025-06-11,10 키로상자,하,34723,3472.3
2025-06-12,10 키로상자,하,35697,3569.7
2025-06-13,10 키로상자,하,32002,3200.2
2025-06-14,10 키로상자,하,32002,3200.2
2025-06-16,10 키로상자,하,30585,3058.5
2025-06-17,10 키로상자,하,29338,2933.8
2025-06-18,10 키로상자,하,20521,2052.1
2025-06-19,10 키로상자,하,26559,2655.9
2025-06-20,10 키로상자,하,26308,2630.8
2025-06-21,10 키로상자,하,26308,2630.8
2025-06-23,10 키로상자,하,24139,2413.9
2025-06-24,10 키로상자,하,25163,2516.3
2025-06-25,10 키로상자,하,38000,3800.0
2025-06-26,10 키로상자,하,40793,4079.3
2025-06-27,10 키로상자,하,27776,2777.6
2025-06-28,10 키로상자,하,16852,1685.2
2025-06-30,10 키로상자,하,29095,2909.5
2025-07-01,10 키로상자,하,31147,3114.7
2025-07-02,10 키로상자,하,26516,2651.6
2025-07-03,10 키로상자,하,40683,4068.3
2025-07-04,10 키로상자,하,26652,2665.2
2025-07-05,10 키로상자,하,26769,2676.9
2025-07-07,10 키로상자,하,43694,4369.4
2025-07-08,10 키로상자,하,31515,3151.5
2025-07-09,10 키로상자,하,21486,2148.6
2025-07-10,10 키로상자,하,30132,3013.2
2025-07-11,10 키로상자,하,27108,2710.8
2025-07-12,10 키로상자,하,27108,2710.8
2025-07-14,10 키로상자,하,38410,3841.0
2025-07-15,10 키로상자,하,33016,3301.6
2025-07-16,10 키로상자,하,37254,3725.4
2025-07-17,10 키로상자,하,28114,2811.4
2025-07-18,10 키로상자,하,13370,1337.0
2025-07-19,10 키로상자,하,13370,1337.0
2025-07-21,10 키로상자,하,39510,3951.0
2025-07-22,10 키로상자,하,24608,2460.8
2025-07-23,10 키로상자,하,42466,4246.6
2025-07-24,10 키로상자,하,30517,3051.7
2025-07-25,10 키로상자,하,43535,4353.5
2025-07-26,10 키로상자,하,43605,4360.5
2025-07-28,10 키로상자,하,39446,3944.6
2025-07-29,10 키로상자,하,14727,1472.7
2025-07-30,10 키로상자,하,34069,3406.9
2025-07-31,10 키로상자,하,44992,4499.2
2025-08-01,10 키로상자,하,22832,2283.2
2025-08-04,10 키로상자,하,42523,4252.3
2025-08-05,10 키로상자,하,63557,6355.7
2025-08-06,10 키로상자,하,55563,5556.3
2025-08-07,10 키로상자,하,78745,7874.5
2025-08-08,10 키로상자,하,78708,7870.8
2025-08-09,10 키로상자,하,78708,7870.8
2025-08-11,10 키로상자,하,39231,3923.1
2025-08-12,10 키로상자,하,39828,3982.8
2025-08-13,10 키로상자,하,39828,3982.8
2025-08-14,10 키로상자,하,39828,3982.8
2025-08-15,10 키로상자,하,39828,3982.8
2025-08-16,10 키로상자,하,39828,3982.8
2025-08-18,10 키로상자,하,39828,3982.8
2025-08-19,10 키로상자,하,39828,3982.8
2025-08-20,10 키로상자,하,39828,3982.8
