date,grade,price_per_kg
2018-09-15,특,1600.0
2018-09-17,특,1600.0
2018-09-18,특,1600.0
2018-09-19,특,1600.0
2018-09-20,특,1600.0
2018-09-21,특,1600.0
2018-09-22,특,1600.0
2018-09-27,특,1600.0
2018-09-28,특,1600.0
2018-09-29,특,1600.0
2018-10-01,특,1600.0
2018-10-02,특,1600.0
2018-10-03,특,1600.0
2018-10-04,특,1600.0
2018-10-05,특,1600.0
2018-10-06,특,1600.0
2018-10-08,특,1600.0
2018-10-09,특,1600.0
2018-10-10,특,1600.0
2018-10-11,특,1600.0
2018-10-12,특,1600.0
2018-10-13,특,1600.0
2018-10-15,특,1600.0
2018-10-16,특,3300.0
2018-10-17,특,2854.5
2018-10-18,특,2912.0
2018-10-19,특,4273.3
2018-10-20,특,3600.0
2018-10-22,특,3600.0
2018-10-23,특,3721.6
2018-10-24,특,3625.7
2018-10-25,특,3359.1
2018-10-26,특,3409.4
2018-10-27,특,4048.6
2018-10-29,특,5103.8
2018-10-30,특,4586.0
2018-10-31,특,3776.2
2018-11-01,특,3595.7
2018-11-02,특,4808.0
2018-11-03,특,4688.7
2018-11-05,특,4655.2
2018-11-06,특,4464.4
2018-11-07,특,4029.0
2018-11-08,특,3628.3
2018-11-09,특,5202.3
2018-11-10,특,4625.4
2018-11-12,특,4799.0
2018-11-13,특,4500.0
2018-11-14,특,4500.0
2018-11-15,특,5693.4
2018-11-16,특,4885.1
2018-11-17,특,4443.1
2018-11-19,특,4673.1
2018-11-20,특,3809.3
2018-11-21,특,4778.4
2018-11-22,특,3362.3
2018-11-23,특,4017.3
2018-11-24,특,4427.9
2018-11-26,특,4873.8
2018-11-27,특,3033.0
2018-11-28,특,4022.1
2018-11-29,특,3146.7
2018-11-30,특,3012.5
2018-12-01,특,3501.2
2018-12-03,특,3877.3
2018-12-04,특,3502.6
2018-12-05,특,5540.2
2018-12-06,특,3507.8
2018-12-07,특,4838.7
2018-12-08,특,4766.4
2018-12-10,특,5261.0
2018-12-11,특,3902.2
2018-12-12,특,5393.7
2018-12-13,특,3618.6
2018-12-14,특,3550.0
2018-12-15,특,4619.2
2018-12-17,특,4103.1
2018-12-18,특,3573.4
2018-12-19,특,3684.3
2018-12-20,특,4440.3
2018-12-21,특,2969.2
2018-12-22,특,5407.4
2018-12-24,특,4776.9
2018-12-25,특,4665.2
2018-12-26,특,4906.0
2018-12-27,특,4596.8
2018-12-28,특,4228.6
2018-12-29,특,4228.6
2018-12-31,특,3200.0
2024-01-03,특,7392.7
2024-01-04,특,7200.0
2024-01-05,특,11804.4
2024-01-06,특,11747.5
2024-01-08,특,12843.9
2024-01-09,특,9769.7
2024-01-10,특,18288.4
2024-01-11,특,8436.9
2024-01-12,특,13494.3
2024-01-13,특,13628.9
2024-01-15,특,15434.5
2024-01-16,특,9785.1
2024-01-17,특,15780.3
2024-01-18,특,15975.5
2024-01-19,특,15056.0
2024-01-20,특,15036.3
2024-01-22,특,11322.1
2024-01-23,특,10557.4
2024-01-24,특,14497.8
2024-01-25,특,12169.0
2024-01-26,특,11250.0
2024-01-27,특,6600.0
2024-01-29,특,4196.1
2024-01-30,특,11062.3
2024-01-31,특,13953.1
2024-02-01,특,12590.1
2024-02-02,특,12315.7
2024-02-03,특,6400.0
2024-02-05,특,12976.1
2024-02-06,특,8812.0
2024-02-07,특,9569.5
2024-02-08,특,9569.5
2024-02-09,특,9569.5
2024-02-13,특,9569.5
2024-02-14,특,8588.9
2024-02-15,특,9503.7
2024-02-16,특,8520.3
2024-02-17,특,8520.3
2024-02-19,특,8773.5
2024-02-20,특,11636.4
2024-02-21,특,12303.6
2024-02-22,특,8200.0
2024-02-23,특,10233.0
2024-02-24,특,7700.0
2024-02-26,특,9777.4
2024-02-27,특,12367.3
2024-02-28,특,9418.7
2024-02-29,특,12981.2
2024-03-01,특,12020.6
2024-03-02,특,12020.6
2024-03-04,특,9346.9
2024-03-05,특,10826.9
