date,unit,grade,price,price_per_kg
2025-01-25,10 키로상자,중,67253,6725.3
2025-01-27,10 키로상자,중,67253,6725.3
2025-01-28,10 키로상자,중,67253,6725.3
2025-02-01,10 키로상자,중,67253,6725.3
2025-02-03,10 키로상자,중,36456,3645.6
2025-02-04,10 키로상자,중,68551,6855.1
2025-02-05,10 키로상자,중,59384,5938.4
2025-02-06,10 키로상자,중,54088,5408.8
2025-02-07,10 키로상자,중,56792,5679.2
2025-02-08,10 키로상자,중,56792,5679.2
2025-02-10,10 키로상자,중,54905,5490.5
2025-02-11,10 키로상자,중,56654,5665.4
2025-02-13,10 키로상자,중,50321,5032.1
2025-02-14,10 키로상자,중,60657,6065.7
2025-02-15,10 키로상자,중,60657,6065.7
2025-02-17,10 키로상자,중,53079,5307.9
2025-02-18,10 키로상자,중,54462,5446.2
2025-02-19,10 키로상자,중,53373,5337.3
2025-02-20,10 키로상자,중,49425,4942.5
2025-02-21,10 키로상자,중,54777,5477.7
2025-02-22,10 키로상자,중,54777,5477.7
2025-02-24,10 키로상자,중,57099,5709.9
2025-02-25,10 키로상자,중,45753,4575.3
2025-02-26,10 키로상자,중,53552,5355.2
2025-02-27,10 키로상자,중,37613,3761.3
2025-02-28,10 키로상자,중,58820,5882.0
2025-03-01,10 키로상자,중,58820,5882.0
2025-03-03,10 키로상자,중,45067,4506.7
2025-03-04,10 키로상자,중,54633,5463.3
2025-03-06,10 키로상자,중,57464,5746.4
2025-03-07,10 키로상자,중,53382,5338.2
2025-03-08,10 키로상자,중,53382,5338.2
2025-03-10,10 키로상자,중,55114,5511.4
2025-03-11,10 키로상자,중,47835,4783.5
2025-03-12,10 키로상자,중,45808,4580.8
2025-03-13,10 키로상자,중,51357,5135.7
2025-03-14,10 키로상자,중,49821,4982.1
2025-03-15,10 키로상자,중,34588,3458.8
2025-03-17,10 키로상자,중,51768,5176.8
2025-03-18,10 키로상자,중,56131,5613.1
2025-03-19,10 키로상자,중,49471,4947.1
2025-03-20,10 키로상자,중,46560,4656.0
2025-03-21,10 키로상자,중,56542,5654.2
2025-03-22,10 키로상자,중,40914,4091.4
2025-03-24,10 키로상자,중,52462,5246.2
2025-03-25,10 키로상자,중,51695,5169.5
2025-03-26,10 키로상자,중,47007,4700.7
2025-03-27,10 키로상자,중,42869,4286.9
2025-03-28,10 키로상자,중,47733,4773.3
2025-03-29,10 키로상자,중,47733,4773.3
2025-03-31,10 키로상자,중,44784,4478.4
2025-04-01,10 키로상자,중,58184,5818.4
2025-04-02,10 키로상자,중,54847,5484.7
2025-04-03,10 키로상자,중,52759,5275.9
2025-04-04,10 키로상자,중,58189,5818.9
2025-04-05,10 키로상자,중,41171,4117.1
2025-04-07,10 키로상자,중,54873,5487.3
2025-04-08,10 키로상자,중,55472,5547.2
2025-04-09,10 키로상자,중,49533,4953.3
2025-04-10,10 키로상자,중,53132,5313.2
2025-04-11,10 키로상자,중,49871,4987.1
2025-04-12,10 키로상자,중,40191,4019.1
2025-04-14,10 키로상자,중,44144,4414.4
2025-04-15,10 키로상자,중,40210,4021.0
2025-04-16,10 키로상자,중,38261,3826.1
2025-04-17,10 키로상자,중,48769,4876.9
2025-04-18,10 키로상자,중,59957,5995.7
2025-04-19,10 키로상자,중,59957,5995.7
2025-04-21,10 키로상자,중,52847,5284.7
2025-04-22,10 키로상자,중,55879,5587.9
2025-04-23,10 키로상자,중,37749,3774.9
2025-04-24,10 키로상자,중,44982,4498.2
2025-04-25,10 키로상자,중,58144,5814.4
2025-04-26,10 키로상자,중,52149,5214.9
2025-04-28,10 키로상자,중,69324,6932.4
2025-04-29,10 키로상자,중,31145,3114.5
2025-04-30,10 키로상자,중,52847,5284.7
2025-05-01,10 키로상자,중,46438,4643.8
2025-05-02,10 키로상자,중,46869,4686.9
2025-05-03,10 키로상자,중,50722,5072.2
2025-05-05,10 키로상자,중,46896,4689.6
2025-05-06,10 키로상자,중,61569,6156.9
2025-05-07,10 키로상자,중,50487,5048.7
2025-05-08,10 키로상자,중,57116,5711.6
2025-05-09,10 키로상자,중,52020,5202.0
2025-05-10,10 키로상자,중,52020,5202.0
2025-05-12,10 키로상자,중,46222,4622.2
2025-05-13,10 키로상자,중,52666,5266.6
2025-05-14,10 키로상자,중,42589,4258.9
2025-05-15,10 키로상자,중,40648,4064.8
2025-05-16,10 키로상자,중,51710,5171.0
2025-05-17,10 키로상자,중,101321,10132.1
2025-05-19,10 키로상자,중,53804,5380.4
2025-05-20,10 키로상자,중,54025,5402.5
2025-05-21,10 키로상자,중,37977,3797.7
2025-05-22,10 키로상자,중,51953,5195.3
2025-05-23,10 키로상자,중,45671,4567.1
2025-05-24,10 키로상자,중,45885,4588.5
2025-05-26,10 키로상자,중,54979,5497.9
2025-05-27,10 키로상자,중,60684,6068.4
2025-05-28,10 키로상자,중,49158,4915.8
2025-05-29,10 키로상자,중,55649,5564.9
2025-05-30,10 키로상자,중,51601,5160.1
2025-05-31,10 키로상자,중,51601,5160.1
2025-06-02,10 키로상자,중,59691,5969.1
2025-06-03,10 키로상자,중,68580,6858.0
2025-06-04,10 키로상자,중,56886,5688.6
2025-06-05,10 키로상자,중,55655,5565.5
2025-06-06,10 키로상자,중,43478,4347.8
2025-06-07,10 키로상자,중,43478,4347.8
2025-06-09,10 키로상자,중,54503,5450.3
2025-06-10,10 키로상자,중,56804,5680.4
2025-06-11,10 키로상자,중,57082,5708.2
2025-06-12,10 키로상자,중,59388,5938.8
2025-06-13,10 키로상자,중,50889,5088.9
2025-06-14,10 키로상자,중,50889,5088.9
2025-06-16,10 키로상자,중,54817,5481.7
2025-06-17,10 키로상자,중,50995,5099.5
2025-06-18,10 키로상자,중,30092,3009.2
2025-06-19,10 키로상자,중,51000,5100.0
2025-06-20,10 키로상자,중,43849,4384.9
2025-06-21,10 키로상자,중,43849,4384.9
2025-06-23,10 키로상자,중,51168,5116.8
2025-06-24,10 키로상자,중,50551,5055.1
2025-06-25,10 키로상자,중,63664,6366.4
2025-06-26,10 키로상자,중,65550,6555.0
2025-06-27,10 키로상자,중,43244,4324.4
2025-06-28,10 키로상자,중,45927,4592.7
2025-06-30,10 키로상자,중,55817,5581.7
2025-07-01,10 키로상자,중,55893,5589.3
2025-07-02,10 키로상자,중,48526,4852.6
2025-07-03,10 키로상자,중,57433,5743.3
2025-07-04,10 키로상자,중,55268,5526.8
2025-07-05,10 키로상자,중,55577,5557.7
2025-07-07,10 키로상자,중,69880,6988.0
2025-07-08,10 키로상자,중,48730,4873.0
2025-07-09,10 키로상자,중,51935,5193.5
2025-07-10,10 키로상자,중,55696,5569.6
2025-07-11,10 키로상자,중,56257,5625.7
2025-07-12,10 키로상자,중,56257,5625.7
2025-07-14,10 키로상자,중,66400,6640.0
2025-07-15,10 키로상자,중,56656,5665.6
2025-07-16,10 키로상자,중,59727,5972.7
2025-07-17,10 키로상자,중,56536,5653.6
2025-07-18,10 키로상자,중,48122,4812.2
2025-07-19,10 키로상자,중,48122,4812.2
2025-07-21,10 키로상자,중,66643,6664.3
2025-07-22,10 키로상자,중,50819,5081.9
2025-07-23,10 키로상자,중,62098,6209.8
2025-07-24,10 키로상자,중,53639,5363.9
2025-07-25,10 키로상자,중,66600,6660.0
2025-07-26,10 키로상자,중,66707,6670.7
2025-07-28,10 키로상자,중,66468,6646.8
2025-07-29,10 키로상자,중,54288,5428.8
2025-07-30,10 키로상자,중,51085,5108.5
2025-07-31,10 키로상자,중,90481,9048.1
2025-08-01,10 키로상자,중,45706,4570.6
2025-08-04,10 키로상자,중,68993,6899.3
2025-08-05,10 키로상자,중,116476,11647.6
2025-08-06,10 키로상자,중,87316,8731.6
2025-08-07,10 키로상자,중,124267,12426.7
2025-08-08,10 키로상자,중,124176,12417.6
2025-08-09,10 키로상자,중,124176,12417.6
2025-08-11,10 키로상자,중,51207,5120.7
2025-08-12,10 키로상자,중,52955,5295.5
2025-08-13,10 키로상자,중,52955,5295.5
2025-08-14,10 키로상자,중,52955,5295.5
2025-08-15,10 키로상자,중,52955,5295.5
2025-08-16,10 키로상자,중,52955,5295.5
2025-08-18,10 키로상자,중,52955,5295.5
2025-08-19,10 키로상자,중,52955,5295.5
2025-08-20,10 키로상자,중,52955,5295.5
